lead_id,timestamp,channel,touchpoint_order,journey_length,converted,revenue
L00091,2024-07-21,Blog Post,1,6,1,1622
L00091,2024-07-22,Paid Search,2,6,1,1622
L00091,2024-07-29,LinkedIn Ad,3,6,1,1622
L00091,2024-07-30,Sales Call,4,6,1,1622
L00091,2024-08-02,Organic Search,5,6,1,1622
L00091,2024-08-10,Webinar,6,6,1,1622
L00092,2024-02-23,Product Page,1,2,0,0
L00092,2024-02-26,LinkedIn Ad,2,2,0,0
L00093,2024-01-12,Blog Post,1,2,1,1555
L00093,2024-01-16,Sales Call,2,2,1,1555
L00094,2024-06-04,Demo Request,1,5,1,2826
L00094,2024-06-08,Facebook Ad,2,5,1,2826
L00094,2024-06-08,Email Campaign,3,5,1,2826
L00094,2024-06-16,Sales Call,4,5,1,2826
L00094,2024-06-20,Product Page,5,5,1,2826
L00095,2024-12-22,Sales Call,1,5,1,551
L00095,2024-12-26,Blog Post,2,5,1,551
L00095,2024-12-30,Product Page,3,5,1,551
L00095,2024-12-31,Whitepaper,4,5,1,551
L00095,2024-12-30,LinkedIn Ad,5,5,1,551
L00096,2024-07-30,Organic Search,1,2,1,1901
L00096,2024-08-03,Paid Search,2,2,1,1901
L00097,2024-10-29,Sales Call,1,6,1,2519
L00097,2024-10-31,Webinar,2,6,1,2519
L00097,2024-11-02,Blog Post,3,6,1,2519
L00097,2024-11-10,Organic Search,4,6,1,2519
L00097,2024-11-06,Whitepaper,5,6,1,2519
L00097,2024-11-08,LinkedIn Ad,6,6,1,2519
L00098,2024-04-28,LinkedIn Ad,1,6,0,0
L00098,2024-04-29,Blog Post,2,6,0,0
L00098,2024-05-02,Sales Call,3,6,0,0
L00098,2024-05-01,Whitepaper,4,6,0,0
L00098,2024-05-06,Demo Request,5,6,0,0
L00098,2024-05-18,Email Campaign,6,6,0,0
L00099,2024-12-06,Webinar,1,4,0,0
L00099,2024-12-09,Product Page,2,4,0,0
L00099,2024-12-08,Organic Search,3,4,0,0
L00099,2024-12-12,Paid Search,4,4,0,0
L00100,2024-04-07,Paid Search,1,2,1,2273
L00100,2024-04-10,LinkedIn Ad,2,2,1,2273
L00101,2024-12-23,Product Page,1,6,1,3529
L00101,2024-12-24,Organic Search,2,6,1,3529
L00101,2024-12-29,Email Campaign,3,6,1,3529
L00101,2024-12-26,LinkedIn Ad,4,6,1,3529
L00101,2024-12-27,Facebook Ad,5,6,1,3529
L00101,2024-12-28,Paid Search,6,6,1,3529
L00102,2024-05-24,Organic Search,1,4,1,1302
L00102,2024-05-26,Blog Post,2,4,1,1302
L00102,2024-05-26,Email Campaign,3,4,1,1302
L00102,2024-05-30,Sales Call,4,4,1,1302
L00103,2024-10-14,Email Campaign,1,2,1,1463
L00103,2024-10-18,Facebook Ad,2,2,1,1463
L00104,2024-09-06,Sales Call,1,3,0,0
L00104,2024-09-08,Facebook Ad,2,3,0,0
L00104,2024-09-10,Paid Search,3,3,0,0
L00105,2024-09-24,Email Campaign,1,3,0,0
L00105,2024-09-26,Product Page,2,3,0,0
L00105,2024-10-02,Webinar,3,3,0,0
L00106,2024-11-08,Demo Request,1,4,1,2474
L00106,2024-11-12,LinkedIn Ad,2,4,1,2474
L00106,2024-11-14,Facebook Ad,3,4,1,2474
L00106,2024-11-17,Sales Call,4,4,1,2474
L00107,2024-04-12,LinkedIn Ad,1,4,1,2970
L00107,2024-04-16,Webinar,2,4,1,2970
L00107,2024-04-20,Organic Search,3,4,1,2970
L00107,2024-04-18,Sales Call,4,4,1,2970
L00108,2024-12-03,Email Campaign,1,3,1,2288
L00108,2024-12-06,Webinar,2,3,1,2288
L00108,2024-12-09,Facebook Ad,3,3,1,2288
L00109,2024-11-30,Blog Post,1,2,0,0
L00109,2024-12-02,LinkedIn Ad,2,2,0,0
L00110,2024-03-21,Paid Search,1,4,0,0
L00110,2024-03-22,Webinar,2,4,0,0
L00110,2024-03-29,Organic Search,3,4,0,0
L00110,2024-03-27,Whitepaper,4,4,0,0
L00111,2024-09-29,Facebook Ad,1,3,1,3374
L00111,2024-10-03,Sales Call,2,3,1,3374
L00111,2024-10-07,Whitepaper,3,3,1,3374
L00112,2024-07-23,Email Campaign,1,6,1,3873
L00112,2024-07-26,Blog Post,2,6,1,3873
L00112,2024-07-29,Facebook Ad,3,6,1,3873
L00112,2024-08-04,Product Page,4,6,1,3873
L00112,2024-08-04,Organic Search,5,6,1,3873
L00112,2024-08-07,Sales Call,6,6,1,3873
L00113,2024-01-08,Facebook Ad,1,4,1,1118
L00113,2024-01-12,Webinar,2,4,1,1118
L00113,2024-01-16,Email Campaign,3,4,1,1118
L00113,2024-01-20,Blog Post,4,4,1,1118
L00114,2024-06-03,Paid Search,1,4,1,1347
L00114,2024-06-07,Blog Post,2,4,1,1347
L00114,2024-06-07,Email Campaign,3,4,1,1347
L00114,2024-06-06,Webinar,4,4,1,1347
L00115,2024-11-21,Sales Call,1,6,1,1552
L00115,2024-11-22,Product Page,2,6,1,1552
L00115,2024-11-23,Email Campaign,3,6,1,1552
L00115,2024-12-03,Organic Search,4,6,1,1552
L00115,2024-11-29,Whitepaper,5,6,1,1552
L00115,2024-12-01,LinkedIn Ad,6,6,1,1552
L00116,2024-10-27,LinkedIn Ad,1,3,0,0
L00116,2024-10-28,Demo Request,2,3,0,0
L00116,2024-10-31,Blog Post,3,3,0,0
L00117,2024-08-01,Organic Search,1,2,0,0
L00117,2024-08-05,Paid Search,2,2,0,0
L00118,2024-12-02,Demo Request,1,6,1,1562
L00118,2024-12-06,Webinar,2,6,1,1562
L00118,2024-12-04,Email Campaign,3,6,1,1562
L00118,2024-12-14,Product Page,4,6,1,1562
L00118,2024-12-06,Facebook Ad,5,6,1,1562
L00118,2024-12-17,Blog Post,6,6,1,1562
L00119,2024-01-28,Product Page,1,3,0,0
L00119,2024-01-30,Paid Search,2,3,0,0
L00119,2024-02-05,Webinar,3,3,0,0
L00120,2024-01-14,Demo Request,1,3,0,0
L00120,2024-01-18,Facebook Ad,2,3,0,0
L00120,2024-01-20,Blog Post,3,3,0,0
L00121,2024-08-26,Organic Search,1,4,1,1017
L00121,2024-08-27,Webinar,2,4,1,1017
L00121,2024-08-30,Sales Call,3,4,1,1017
L00121,2024-09-01,Facebook Ad,4,4,1,1017
L00122,2024-01-15,Email Campaign,1,4,1,2951
L00122,2024-01-16,Webinar,2,4,1,2951
L00122,2024-01-21,Paid Search,3,4,1,2951
L00122,2024-01-18,Sales Call,4,4,1,2951
L00123,2024-05-05,Demo Request,1,3,1,2178
L00123,2024-05-06,Email Campaign,2,3,1,2178
L00123,2024-05-07,Paid Search,3,3,1,2178
L00124,2024-03-08,Blog Post,1,2,0,0
L00124,2024-03-11,Product Page,2,2,0,0
L00125,2024-04-20,Blog Post,1,3,0,0
L00125,2024-04-23,Webinar,2,3,0,0
L00125,2024-04-24,Email Campaign,3,3,0,0
L00126,2024-08-23,Webinar,1,2,1,3116
L00126,2024-08-25,Blog Post,2,2,1,3116
L00127,2024-11-10,Product Page,1,3,0,0
L00127,2024-11-12,LinkedIn Ad,2,3,0,0
L00127,2024-11-12,Facebook Ad,3,3,0,0
L00128,2024-05-29,Webinar,1,6,0,0
L00128,2024-05-31,Sales Call,2,6,0,0
L00128,2024-06-02,LinkedIn Ad,3,6,0,0
L00128,2024-06-07,Blog Post,4,6,0,0
L00128,2024-06-14,Facebook Ad,5,6,0,0
L00128,2024-06-18,Whitepaper,6,6,0,0
L00129,2024-09-03,Organic Search,1,2,1,952
L00129,2024-09-06,Blog Post,2,2,1,952
L00130,2024-02-05,Blog Post,1,6,0,0
L00130,2024-02-08,Facebook Ad,2,6,0,0
L00130,2024-02-09,Webinar,3,6,0,0
L00130,2024-02-11,Email Campaign,4,6,0,0
L00130,2024-02-21,Demo Request,5,6,0,0
L00130,2024-02-25,Product Page,6,6,0,0
L00131,2024-04-03,Whitepaper,1,2,0,0
L00131,2024-04-05,Facebook Ad,2,2,0,0
L00132,2024-07-12,Product Page,1,2,0,0
L00132,2024-07-15,Whitepaper,2,2,0,0
L00133,2024-06-21,LinkedIn Ad,1,4,1,2223
L00133,2024-06-22,Paid Search,2,4,1,2223
L00133,2024-06-25,Blog Post,3,4,1,2223
L00133,2024-06-27,Email Campaign,4,4,1,2223
L00134,2024-05-19,Paid Search,1,2,0,0
L00134,2024-05-20,Facebook Ad,2,2,0,0
L00135,2024-05-18,Sales Call,1,6,1,309
L00135,2024-05-22,Blog Post,2,6,1,309
L00135,2024-05-20,Facebook Ad,3,6,1,309
L00135,2024-05-27,Product Page,4,6,1,309
L00135,2024-05-30,Paid Search,5,6,1,309
L00135,2024-05-23,Organic Search,6,6,1,309
L00136,2024-05-17,Organic Search,1,6,1,2885
L00136,2024-05-19,Facebook Ad,2,6,1,2885
L00136,2024-05-19,Whitepaper,3,6,1,2885
L00136,2024-05-29,Paid Search,4,6,1,2885
L00136,2024-05-25,Demo Request,5,6,1,2885
L00136,2024-06-06,Webinar,6,6,1,2885
L00137,2024-02-07,Sales Call,1,4,0,0
L00137,2024-02-10,Demo Request,2,4,0,0
L00137,2024-02-11,Facebook Ad,3,4,0,0
L00137,2024-02-16,Webinar,4,4,0,0
L00138,2024-08-23,Whitepaper,1,5,0,0
L00138,2024-08-25,Webinar,2,5,0,0
L00138,2024-08-25,Facebook Ad,3,5,0,0
L00138,2024-09-04,LinkedIn Ad,4,5,0,0
L00138,2024-09-04,Email Campaign,5,5,0,0
L00139,2024-02-04,Organic Search,1,5,0,0
